Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
873,2023-05-09,CUST148,Male,18,Children Wear,2,30,60
874,2023-08-08,CUST1519,Female,19,Casual Wear,3,50,150
875,2023-12-10,CUST361,Female,34,Casual Wear,4,300,1200
876,2023-11-28,CUST084,Female,38,Formal Wear,3,30,90
877,2023-07-20,CUST1506,Male,35,Children Wear,3,50,150
878,2023-01-23,CUST049,Female,54,Casual Wear,2,500,1000
879,2023-05-08,CUST469,Male,18,Casual Wear,3,25,75
880,2023-11-25,CUST156,Female,43,Sportswear,4,25,100
881,2023-06-15,CUST1105,Female,41,Casual Wear,3,50,150
882,2023-03-05,CUST1584,Female,30,Sportswear,4,30,120
883,2023-11-02,CUST1578,Male,65,Workwear,2,50,100
884,2023-03-21,CUST2087,Female,35,Casual Wear,4,25,100
885,2023-09-01,CUST2069,Female,26,Formal Wear,2,100,200
886,2023-08-13,CUST1753,Male,36,Children Wear,1,25,25
887,2023-11-27,CUST856,Male,54,Sportswear,4,30,120
888,2023-05-14,CUST501,Male,39,Casual Wear,2,30,60
889,2023-08-03,CUST1904,Male,45,Sportswear,2,50,100
890,2023-01-01,CUST180,Male,41,Workwear,3,300,900
891,2023-05-24,CUST1767,Female,52,Workwear,1,150,150
892,2023-02-06,CUST1894,Female,24,Casual Wear,3,30,90
893,2023-08-14,CUST926,Male,22,Casual Wear,1,30,30
894,2023-09-29,CUST179,Male,31,Sportswear,1,300,300
895,2023-07-15,CUST1355,Female,45,Sportswear,1,50,50
896,2023-03-06,CUST1394,Female,25,Sportswear,4,30,120
897,2023-04-23,CUST1742,Male,20,Sportswear,3,75,225
898,2023-08-09,CUST529,Female,35,Children Wear,3,50,150
899,2023-08-03,CUST347,Male,42,Children Wear,1,25,25
900,2023-07-18,CUST1860,Male,42,Children Wear,4,30,120
901,2023-01-30,CUST2080,Male,50,Workwear,3,75,225
902,2023-09-01,CUST1326,Male,25,Casual Wear,3,25,75
903,2023-12-27,CUST386,Female,54,Sportswear,2,300,600
904,2023-09-02,CUST1005,Male,35,Formal Wear,2,150,300
905,2023-09-28,CUST1102,Female,36,Formal Wear,2,100,200
906,2023-12-23,CUST602,Female,20,Workwear,1,300,300
907,2023-05-04,CUST1137,Female,43,Formal Wear,3,100,300
908,2023-12-09,CUST244,Male,28,Casual Wear,2,50,100
909,2023-05-31,CUST2018,Female,42,Children Wear,5,50,250
910,2023-11-22,CUST803,Male,39,Sportswear,4,25,100
911,2023-08-04,CUST1947,Male,18,Formal Wear,2,150,300
912,2023-04-09,CUST1593,Female,20,Casual Wear,3,30,90
913,2023-03-21,CUST313,Female,55,Children Wear,3,500,1500
914,2023-03-18,CUST436,Female,57,Workwear,4,30,120
915,2023-05-25,CUST2050,Male,50,Casual Wear,2,50,100
916,2023-11-18,CUST137,Male,46,Children Wear,2,500,1000
917,2023-12-23,CUST309,Female,26,Workwear,1,25,25
918,2023-10-15,CUST431,Male,63,Workwear,4,300,1200
919,2023-07-16,CUST661,Female,44,Casual Wear,4,25,100
920,2023-11-15,CUST1307,Female,31,Sportswear,1,25,25
921,2023-02-21,CUST371,Female,20,Children Wear,1,25,25
922,2023-06-14,CUST567,Female,25,Children Wear,3,300,900
923,2023-11-15,CUST1173,Male,41,Formal Wear,3,200,600
924,2023-10-19,CUST1383,Male,63,Sportswear,4,50,200
925,2023-08-26,CUST825,Female,46,Casual Wear,1,25,25
926,2023-06-15,CUST182,Male,62,Sportswear,4,30,120
927,2023-07-01,CUST1378,Female,25,Workwear,3,150,450
928,2023-08-22,CUST622,Female,49,Formal Wear,3,25,75
929,2023-04-17,CUST967,Male,62,Casual Wear,1,25,25
930,2023-06-04,CUST1286,Male,45,Sportswear,2,50,100
931,2023-05-26,CUST1543,Male,28,Formal Wear,2,300,600
932,2023-09-05,CUST814,Female,59,Formal Wear,1,500,500
933,2023-04-26,CUST1537,Male,43,Casual Wear,2,25,50
934,2023-10-04,CUST1988,Male,31,Workwear,3,150,450
935,2023-05-05,CUST779,Female,56,Sportswear,2,500,1000
936,2023-04-13,CUST2010,Male,35,Sportswear,4,50,200
937,2023-09-04,CUST297,Female,40,Children Wear,2,500,1000
938,2023-10-29,CUST1043,Female,50,Casual Wear,2,25,50
939,2023-04-01,CUST462,Male,63,Sportswear,4,300,1200
940,2023-02-28,CUST1913,Female,36,Children Wear,2,25,50
941,2023-05-06,CUST1270,Female,35,Workwear,2,200,400
942,2023-04-02,CUST905,Male,58,Formal Wear,1,300,300
943,2023-06-28,CUST378,Male,50,Children Wear,1,300,300
944,2023-09-08,CUST799,Male,56,Workwear,2,50,100
945,2023-05-14,CUST1943,Female,55,Formal Wear,4,200,800
946,2023-05-18,CUST106,Female,46,Workwear,1,50,50
947,2023-07-24,CUST127,Female,33,Formal Wear,2,25,50
948,2023-05-24,CUST840,Male,62,Formal Wear,2,25,50
949,2023-04-09,CUST1985,Female,60,Formal Wear,2,300,600
950,2023-03-03,CUST888,Female,52,Formal Wear,4,25,100
951,2023-08-01,CUST1223,Male,44,Sportswear,2,50,100
952,2023-12-26,CUST991,Female,34,Formal Wear,2,50,100
953,2023-06-10,CUST356,Male,50,Casual Wear,3,500,1500
954,2023-08-19,CUST1739,Female,39,Children Wear,5,30,150
955,2023-01-04,CUST683,Male,38,Sportswear,2,500,1000
956,2023-09-22,CUST1655,Male,39,Casual Wear,1,25,25
957,2023-08-20,CUST1979,Male,32,Casual Wear,3,25,75
958,2023-11-09,CUST1666,Female,59,Formal Wear,4,300,1200
959,2023-04-13,CUST210,Male,37,Workwear,4,50,200
960,2023-09-09,CUST1558,Male,30,Sportswear,1,30,30
961,2023-03-15,CUST1893,Female,52,Children Wear,5,50,250
962,2023-11-02,CUST141,Female,22,Children Wear,1,50,50
963,2023-11-18,CUST1553,Male,53,Children Wear,2,50,100
964,2023-10-14,CUST1771,Male,46,Sportswear,3,30,90
965,2023-02-12,CUST1805,Female,39,Formal Wear,3,150,450
966,2023-05-22,CUST1855,Male,19,Sportswear,1,150,150
967,2023-08-28,CUST1187,Female,58,Children Wear,3,30,90
968,2023-04-04,CUST1625,Male,43,Casual Wear,2,30,60
969,2023-05-11,CUST1545,Male,23,Sportswear,1,75,75
970,2023-12-06,CUST712,Female,57,Casual Wear,2,25,50
971,2023-06-28,CUST1368,Female,30,Sportswear,1,30,30
972,2023-11-28,CUST1022,Female,35,Casual Wear,1,30,30
973,2023-06-06,CUST1812,Male,35,Formal Wear,2,75,150
974,2023-06-28,CUST1903,Male,38,Sportswear,4,25,100
975,2023-06-27,CUST1303,Female,36,Formal Wear,2,75,150
976,2023-02-14,CUST011,Male,23,Children Wear,2,50,100
977,2023-12-03,CUST1827,Male,45,Sportswear,1,30,30
978,2023-10-27,CUST1216,Female,22,Sportswear,4,50,200
979,2023-05-08,CUST283,Female,18,Formal Wear,1,500,500
980,2023-05-19,CUST811,Male,61,Children Wear,2,25,50
981,2023-07-22,CUST1182,Male,46,Formal Wear,3,200,600
982,2023-02-17,CUST292,Male,20,Children Wear,4,300,1200
983,2023-02-28,CUST932,Female,45,Sportswear,4,25,100
984,2023-04-22,CUST755,Female,58,Workwear,3,25,75
985,2023-10-14,CUST627,Male,57,Workwear,1,50,50
986,2023-05-13,CUST1208,Female,42,Casual Wear,1,75,75
987,2023-01-24,CUST1018,Female,49,Casual Wear,2,50,100
988,2023-03-12,CUST130,Female,57,Workwear,1,500,500
989,2023-06-30,CUST1269,Female,65,Workwear,2,300,600
990,2023-10-12,CUST844,Male,35,Workwear,3,50,150
991,2023-10-27,CUST324,Female,52,Formal Wear,3,50,150
992,2023-08-10,CUST2022,Female,33,Children Wear,2,30,60
993,2023-11-14,CUST2048,Female,36,Sportswear,2,50,100
994,2023-05-08,CUST1990,Male,25,Sportswear,1,50,50
995,2023-11-27,CUST2013,Female,40,Children Wear,3,30,90
996,2023-09-29,CUST1023,Male,39,Children Wear,2,50,100
997,2023-07-21,CUST2021,Male,25,Casual Wear,3,50,150
998,2023-09-06,CUST696,Female,50,Workwear,4,50,200
999,2023-02-16,CUST1492,Female,25,Sportswear,5,150,750
1000,2023-07-11,CUST216,Male,62,Sportswear,2,50,100
1001,2023-04-14,CUST1120,Male,25,Casual Wear,3,30,90
1002,2023-09-21,CUST2097,Female,60,Formal Wear,2,200,400
1003,2023-11-04,CUST1950,Male,46,Workwear,3,200,600
1004,2023-05-31,CUST159,Male,26,Formal Wear,4,50,200
1005,2023-04-05,CUST1318,Female,51,Children Wear,3,30,90
1006,2023-06-11,CUST1833,Male,37,Casual Wear,3,30,90
1007,2023-11-24,CUST1980,Male,31,Sportswear,1,150,150
1008,2023-12-21,CUST865,Female,42,Workwear,1,300,300
1009,2023-12-26,CUST842,Female,47,Casual Wear,2,300,600
1010,2023-08-17,CUST635,Female,63,Casual Wear,3,300,900
1011,2023-04-08,CUST517,Female,47,Workwear,4,25,100
1012,2023-07-09,CUST1544,Male,43,Workwear,2,100,200
1013,2023-10-23,CUST1640,Female,26,Children Wear,4,25,100
1014,2023-08-01,CUST598,Male,37,Children Wear,4,30,120
1015,2023-09-30,CUST196,Female,32,Casual Wear,3,300,900
1016,2023-09-05,CUST1769,Male,18,Sportswear,5,25,125
1017,2023-12-21,CUST2004,Female,25,Workwear,2,50,100
1018,2023-11-02,CUST951,Male,33,Sportswear,2,50,100
1019,2023-05-16,CUST411,Male,62,Children Wear,4,50,200
1020,2023-01-29,CUST1683,Male,45,Formal Wear,4,150,600
1021,2023-10-13,CUST097,Female,51,Children Wear,2,500,1000
1022,2023-10-10,CUST441,Male,57,Sportswear,4,300,1200
1023,2023-12-07,CUST550,Male,40,Casual Wear,3,300,900
1024,2023-06-24,CUST157,Male,62,Workwear,4,500,2000
1025,2023-01-23,CUST420,Female,22,Formal Wear,4,500,2000
1026,2023-05-26,CUST923,Male,32,Workwear,3,300,900
1027,2023-04-13,CUST478,Female,58,Casual Wear,2,30,60
1028,2023-11-12,CUST554,Female,46,Formal Wear,3,50,150
1029,2023-01-05,CUST391,Male,19,Workwear,2,25,50
1030,2023-09-21,CUST579,Female,38,Formal Wear,1,30,30
1031,2023-01-22,CUST1840,Male,44,Casual Wear,1,30,30
1032,2023-03-19,CUST1770,Male,39,Children Wear,1,30,30
1033,2023-02-14,CUST821,Male,49,Formal Wear,1,300,300
1034,2023-05-18,CUST1970,Male,52,Casual Wear,1,50,50
1035,2023-06-27,CUST1006,Female,46,Children Wear,5,30,150
1036,2023-11-09,CUST1876,Male,30,Workwear,1,200,200
1037,2023-04-20,CUST665,Male,57,Children Wear,1,50,50
1038,2023-03-10,CUST1622,Male,39,Workwear,2,75,150
1039,2023-07-17,CUST143,Female,45,Children Wear,1,50,50
1040,2023-10-25,CUST1875,Female,43,Sportswear,2,30,60
1041,2023-06-20,CUST422,Female,28,Workwear,3,30,90
1042,2023-02-24,CUST800,Male,32,Workwear,4,300,1200
1043,2023-09-23,CUST616,Male,41,Formal Wear,2,50,100
1044,2023-06-09,CUST2037,Male,30,Formal Wear,2,200,400
1045,2023-03-21,CUST402,Female,41,Casual Wear,2,300,600
1046,2023-10-01,CUST089,Female,55,Casual Wear,4,500,2000
1047,2023-01-18,CUST2067,Male,37,Sportswear,4,50,200
1048,2023-09-10,CUST132,Male,42,Casual Wear,4,50,200
1049,2023-07-28,CUST1298,Female,46,Formal Wear,2,200,400
1050,2023-03-13,CUST1745,Female,45,Children Wear,5,25,125
1051,2023-09-17,CUST1451,Male,38,Children Wear,4,75,300
1052,2023-02-06,CUST1617,Male,25,Sportswear,2,50,100
1053,2023-08-21,CUST725,Male,61,Children Wear,1,300,300
1054,2023-03-29,CUST1235,Female,20,Formal Wear,2,150,300
1055,2023-07-09,CUST2078,Female,56,Children Wear,5,75,375
1056,2023-11-16,CUST1575,Male,31,Formal Wear,2,75,150
1057,2023-11-23,CUST918,Female,42,Formal Wear,3,30,90
1058,2023-02-28,CUST1586,Male,57,Sportswear,1,50,50
1059,2023-09-03,CUST1423,Male,29,Formal Wear,1,200,200
1060,2023-05-16,CUST376,Female,64,Formal Wear,1,30,30
1061,2023-11-01,CUST334,Male,31,Casual Wear,3,300,900
1062,2023-12-10,CUST1590,Female,58,Formal Wear,3,150,450
1063,2023-09-07,CUST1900,Female,32,Children Wear,4,25,100
1064,2023-05-21,CUST911,Male,42,Children Wear,3,300,900
1065,2023-12-20,CUST777,Male,48,Workwear,3,50,150
1066,2023-08-07,CUST1744,Male,41,Children Wear,3,30,90
1067,2023-01-30,CUST329,Female,46,Sportswear,4,25,100
1068,2023-09-25,CUST1649,Male,30,Sportswear,3,30,90
1069,2023-08-05,CUST013,Male,22,Children Wear,3,500,1500
1070,2023-11-02,CUST898,Female,42,Sportswear,3,30,90
1071,2023-09-17,CUST172,Male,32,Casual Wear,2,25,50
1072,2023-08-05,CUST261,Male,21,Sportswear,2,25,50
1073,2023-01-13,CUST1674,Female,21,Sportswear,4,150,600
1074,2023-11-21,CUST1524,Female,57,Casual Wear,4,150,600
1075,2023-06-01,CUST902,Female,54,Formal Wear,1,50,50
1076,2023-08-09,CUST259,Female,45,Casual Wear,4,50,200
1077,2023-01-06,CUST845,Male,54,Casual Wear,1,500,500
1078,2023-12-15,CUST139,Male,36,Sportswear,4,500,2000
1079,2023-02-01,CUST320,Female,28,Children Wear,4,300,1200
1080,2023-07-25,CUST1646,Male,35,Formal Wear,2,75,150
1081,2023-11-20,CUST1335,Female,27,Formal Wear,1,100,100
1082,2023-10-10,CUST1271,Female,27,Children Wear,2,75,150
1083,2023-01-01,CUST559,Female,40,Workwear,4,300,1200
1084,2023-08-05,CUST140,Male,38,Sportswear,1,30,30
1085,2023-10-16,CUST1870,Female,64,Casual Wear,2,25,50
1086,2023-06-19,CUST532,Female,64,Workwear,4,30,120
1087,2023-01-11,CUST225,Female,57,Workwear,4,25,100
1088,2023-04-19,CUST724,Male,61,Casual Wear,3,50,150
1089,2023-08-13,CUST1851,Female,47,Casual Wear,4,30,120
1090,2023-09-15,CUST326,Female,18,Formal Wear,3,25,75
1091,2023-11-19,CUST1364,Female,18,Workwear,3,75,225
1092,2023-12-11,CUST1170,Male,64,Formal Wear,4,100,400
1093,2023-11-26,CUST715,Female,42,Workwear,4,25,100
1094,2023-04-08,CUST847,Female,18,Casual Wear,4,300,1200
1095,2023-09-06,CUST194,Male,55,Sportswear,4,50,200
1096,2023-08-31,CUST574,Female,63,Formal Wear,2,25,50
1097,2023-03-02,CUST947,Male,50,Children Wear,1,300,300
1098,2023-05-16,CUST504,Female,38,Children Wear,3,50,150
1099,2023-06-28,CUST1936,Male,20,Workwear,4,500,2000
1100,2023-10-07,CUST1896,Male,47,Casual Wear,3,75,225
1101,2023-07-04,CUST1928,Male,39,Sportswear,5,25,125
1102,2023-05-21,CUST004,Male,37,Children Wear,1,500,500
1103,2023-12-16,CUST1242,Male,45,Children Wear,4,50,200
1104,2023-12-09,CUST468,Male,40,Children Wear,1,25,25
1105,2023-04-25,CUST006,Female,45,Formal Wear,1,30,30
1106,2023-04-12,CUST1959,Female,35,Children Wear,3,50,150
1107,2023-04-09,CUST548,Female,51,Sportswear,2,30,60
1108,2023-10-29,CUST229,Male,58,Workwear,3,30,90
1109,2023-04-11,CUST1063,Female,39,Formal Wear,3,100,300
1110,2023-07-26,CUST543,Male,49,Workwear,2,300,600
1111,2023-05-23,CUST243,Female,47,Sportswear,3,300,900
1112,2023-05-25,CUST899,Male,26,Casual Wear,2,300,600
1113,2023-02-12,CUST1226,Male,50,Formal Wear,4,500,2000
1114,2023-07-25,CUST1285,Male,34,Children Wear,4,75,300
1115,2023-01-23,CUST1175,Male,50,Workwear,1,200,200
1116,2023-05-22,CUST843,Male,21,Workwear,3,500,1500
1117,2023-06-28,CUST1822,Female,34,Formal Wear,1,100,100
1118,2023-05-12,CUST1994,Female,25,Casual Wear,3,75,225
1119,2023-08-18,CUST277,Male,36,Sportswear,4,25,100
1120,2023-12-22,CUST662,Male,48,Casual Wear,2,500,1000
1121,2023-07-12,CUST1727,Male,30,Workwear,1,50,50
1122,2023-06-01,CUST315,Male,47,Casual Wear,2,30,60
1123,2023-09-07,CUST692,Female,64,Casual Wear,2,50,100
1124,2023-03-01,CUST1623,Female,42,Casual Wear,3,30,90
1125,2023-05-15,CUST425,Female,55,Formal Wear,4,30,120
1126,2023-11-09,CUST595,Female,18,Workwear,4,500,2000
1127,2023-12-08,CUST2081,Female,35,Children Wear,5,50,250
1128,2023-03-10,CUST623,Male,34,Formal Wear,3,50,150
1129,2023-09-05,CUST1954,Male,36,Sportswear,4,50,200
1130,2023-03-31,CUST1131,Female,30,Children Wear,4,100,400
1131,2023-04-28,CUST228,Female,59,Formal Wear,2,30,60
1132,2023-01-06,CUST1210,Male,30,Formal Wear,1,500,500
1133,2023-03-10,CUST1437,Male,43,Workwear,4,150,600
1134,2023-05-01,CUST1189,Female,46,Workwear,2,150,300
1135,2023-05-29,CUST067,Female,48,Children Wear,4,300,1200
1136,2023-12-26,CUST025,Female,64,Formal Wear,1,50,50
1137,2023-11-02,CUST145,Female,39,Children Wear,3,25,75
1138,2023-06-03,CUST537,Female,21,Children Wear,1,500,500
1139,2023-11-12,CUST812,Male,19,Formal Wear,3,25,75
1140,2023-10-13,CUST1961,Female,44,Children Wear,5,75,375
1141,2023-11-08,CUST086,Male,19,Workwear,3,30,90
1142,2023-06-22,CUST1807,Female,41,Children Wear,5,50,250
1143,2023-03-06,CUST1547,Male,37,Casual Wear,1,100,100
1144,2023-04-25,CUST1159,Female,35,Sportswear,5,50,250
1145,2023-07-29,CUST1948,Female,40,Children Wear,5,50,250
1146,2023-10-06,CUST1963,Female,38,Casual Wear,3,50,150
1147,2023-10-27,CUST2091,Male,25,Sportswear,5,75,375
1148,2023-10-12,CUST1237,Female,43,Formal Wear,3,100,300
1149,2023-06-03,CUST363,Male,64,Children Wear,1,25,25
1150,2023-05-16,CUST1818,Male,42,Children Wear,6,100,600
1151,2023-01-09,CUST1432,Male,31,Formal Wear,3,200,600
1152,2023-03-15,CUST1026,Female,21,Casual Wear,4,25,100
1153,2023-08-18,CUST1030,Female,42,Casual Wear,2,150,300
1154,2023-10-11,CUST1315,Female,59,Children Wear,5,100,500
1155,2023-03-31,CUST1463,Male,47,Casual Wear,4,30,120
1156,2023-02-09,CUST1161,Male,55,Casual Wear,2,30,60
1157,2023-02-02,CUST666,Male,51,Workwear,3,50,150
1158,2023-06-11,CUST365,Male,31,Sportswear,1,300,300
1159,2023-07-01,CUST078,Female,47,Children Wear,3,500,1500
1160,2023-04-23,CUST028,Female,43,Casual Wear,1,500,500
1161,2023-11-20,CUST1552,Female,41,Children Wear,5,25,125
1162,2023-12-10,CUST526,Male,33,Children Wear,2,50,100
1163,2023-02-24,CUST2049,Male,33,Casual Wear,2,50,100
1164,2023-05-31,CUST056,Female,26,Children Wear,3,300,900
1165,2023-05-13,CUST639,Female,62,Children Wear,4,50,200
1166,2023-01-02,CUST303,Male,19,Sportswear,3,30,90
1167,2023-04-04,CUST719,Female,42,Casual Wear,2,30,60
1168,2023-12-08,CUST625,Male,31,Casual Wear,1,300,300
1169,2023-02-22,CUST008,Male,30,Workwear,4,25,100
1170,2023-08-24,CUST804,Male,42,Children Wear,1,30,30
1171,2023-02-14,CUST1049,Male,49,Casual Wear,4,30,120
1172,2023-05-01,CUST337,Male,38,Sportswear,1,500,500
1173,2023-05-16,CUST048,Male,54,Children Wear,3,300,900
1174,2023-05-02,CUST1957,Female,23,Casual Wear,2,30,60
1175,2023-02-03,CUST107,Female,21,Children Wear,4,300,1200
1176,2023-10-17,CUST350,Male,25,Workwear,3,25,75
1177,2023-06-27,CUST1079,Male,22,Sportswear,5,75,375
1178,2023-06-19,CUST239,Male,38,Workwear,3,500,1500
1179,2023-12-10,CUST214,Male,20,Children Wear,2,30,60
1180,2023-07-24,CUST1144,Male,27,Sportswear,2,75,150
1181,2023-06-14,CUST1921,Male,35,Children Wear,2,25,50
1182,2023-02-09,CUST1231,Female,42,Sportswear,1,25,25
1183,2023-09-17,CUST794,Female,60,Casual Wear,1,300,300
1184,2023-11-14,CUST1096,Male,29,Children Wear,5,50,250
1185,2023-11-29,CUST1273,Male,46,Casual Wear,3,50,150
1186,2023-01-01,CUST1711,Female,37,Casual Wear,3,50,150
1187,2023-04-04,CUST1703,Male,21,Casual Wear,3,30,90
1188,2023-05-16,CUST1801,Male,35,Sportswear,1,25,25
1189,2023-10-03,CUST524,Male,46,Workwear,4,300,1200
1190,2023-12-29,CUST233,Female,51,Formal Wear,2,300,600
1191,2023-11-17,CUST645,Female,35,Sportswear,4,30,120
1192,2023-04-12,CUST1627,Male,41,Children Wear,4,50,200
1193,2023-06-10,CUST534,Male,45,Workwear,2,500,1000
1194,2023-11-27,CUST1628,Male,35,Workwear,2,200,400
1195,2023-09-11,CUST604,Female,29,Children Wear,4,50,200
1196,2023-09-22,CUST1305,Female,38,Formal Wear,2,150,300
1197,2023-10-06,CUST1074,Male,34,Formal Wear,3,200,600
1198,2023-02-07,CUST1877,Female,39,Children Wear,2,30,60
1199,2023-04-09,CUST061,Male,21,Children Wear,4,50,200
1200,2023-02-23,CUST1404,Male,35,Sportswear,5,30,150
1201,2023-07-14,CUST093,Female,35,Sportswear,4,500,2000
1202,2023-08-01,CUST667,Female,29,Children Wear,1,500,500
1203,2023-05-23,CUST281,Female,29,Casual Wear,4,500,2000
1204,2023-11-14,CUST1393,Male,60,Casual Wear,4,25,100
1205,2023-03-09,CUST360,Male,42,Sportswear,4,25,100
1206,2023-08-06,CUST1221,Male,33,Casual Wear,2,50,100
1207,2023-02-15,CUST1263,Female,28,Formal Wear,3,300,900
1208,2023-02-13,CUST848,Female,63,Workwear,3,25,75
1209,2023-12-31,CUST1206,Male,23,Sportswear,4,30,120
1210,2023-09-01,CUST1488,Female,45,Formal Wear,2,75,150
1211,2023-04-19,CUST111,Female,34,Workwear,3,500,1500
1212,2023-07-14,CUST043,Female,48,Casual Wear,1,300,300
1213,2023-10-26,CUST126,Female,28,Sportswear,3,30,90
1214,2023-11-07,CUST205,Female,43,Workwear,1,25,25
1215,2023-07-13,CUST053,Male,34,Formal Wear,2,50,100
1216,2023-10-11,CUST546,Female,36,Formal Wear,4,50,200
1217,2023-04-30,CUST069,Female,56,Formal Wear,3,25,75
1218,2023-06-03,CUST1229,Male,52,Workwear,2,300,600
1219,2023-08-20,CUST1667,Male,20,Casual Wear,3,50,150
1220,2023-01-10,CUST184,Male,31,Workwear,4,50,200
1221,2023-03-23,CUST138,Male,49,Sportswear,4,50,200
1222,2023-02-21,CUST900,Male,21,Casual Wear,2,30,60
1223,2023-01-07,CUST797,Male,40,Children Wear,3,25,75
1224,2023-02-16,CUST133,Male,20,Children Wear,3,300,900
1225,2023-05-17,CUST081,Male,40,Workwear,1,50,50
1226,2023-10-15,CUST1601,Male,43,Sportswear,2,50,100
1227,2023-11-08,CUST1660,Male,31,Workwear,1,300,300
1228,2023-06-17,CUST542,Female,20,Workwear,1,50,50
1229,2023-10-29,CUST1716,Female,40,Formal Wear,3,200,600
1230,2023-08-29,CUST984,Male,56,Children Wear,1,500,500
1231,2023-04-02,CUST166,Male,34,Sportswear,4,500,2000
1232,2023-10-20,CUST249,Male,20,Casual Wear,1,50,50
1233,2023-07-06,CUST447,Male,22,Sportswear,4,500,2000
1234,2023-06-30,CUST1971,Female,29,Formal Wear,3,150,450
1235,2023-08-18,CUST859,Female,56,Casual Wear,3,500,1500
1236,2023-01-14,CUST1309,Male,19,Sportswear,3,100,300
1237,2023-04-23,CUST098,Female,55,Workwear,2,50,100
1238,2023-03-20,CUST806,Female,35,Casual Wear,3,300,900
1239,2023-04-25,CUST738,Male,41,Workwear,2,50,100
1240,2023-02-25,CUST1357,Male,36,Casual Wear,3,100,300
1241,2023-01-17,CUST103,Female,59,Casual Wear,1,25,25
1242,2023-12-20,CUST435,Female,30,Children Wear,3,300,900
1243,2023-07-06,CUST075,Male,61,Casual Wear,4,50,200
1244,2023-02-05,CUST1933,Female,34,Sportswear,4,75,300
1245,2023-12-12,CUST1469,Male,21,Sportswear,3,75,225
1246,2023-04-20,CUST1230,Female,38,Sportswear,3,25,75
1247,2023-09-09,CUST919,Female,22,Sportswear,2,25,50
1248,2023-05-13,CUST1845,Male,37,Formal Wear,1,100,100
1249,2023-10-11,CUST1800,Male,44,Workwear,3,200,600
1250,2023-05-11,CUST1756,Female,27,Children Wear,3,50,150
1251,2023-02-28,CUST763,Male,34,Formal Wear,2,25,50
1252,2023-05-25,CUST990,Female,58,Casual Wear,2,500,1000
1253,2023-12-01,CUST389,Male,21,Formal Wear,2,25,50
1254,2023-04-28,CUST236,Female,54,Children Wear,1,25,25
1255,2023-06-04,CUST1626,Female,20,Casual Wear,1,30,30
1256,2023-02-20,CUST268,Female,28,Formal Wear,1,30,30
1257,2023-08-30,CUST1281,Female,37,Formal Wear,2,100,200
1258,2023-05-16,CUST118,Female,30,Formal Wear,4,500,2000
1259,2023-09-13,CUST1728,Male,25,Casual Wear,4,50,200
1260,2023-04-16,CUST674,Female,38,Casual Wear,1,300,300
1261,2023-10-23,CUST250,Male,48,Children Wear,1,50,50
1262,2023-04-20,CUST1569,Female,53,Workwear,2,500,1000
1263,2023-07-07,CUST2096,Female,18,Workwear,1,150,150
1264,2023-11-24,CUST095,Female,32,Formal Wear,2,30,60
1265,2023-12-24,CUST034,Female,51,Sportswear,3,50,150
1266,2023-02-17,CUST1581,Female,23,Sportswear,2,50,100
1267,2023-01-31,CUST1797,Female,35,Casual Wear,3,75,225
1268,2023-07-03,CUST449,Male,25,Sportswear,4,50,200
1269,2023-03-11,CUST717,Male,57,Casual Wear,1,500,500
1270,2023-05-23,CUST1366,Male,61,Formal Wear,3,150,450
1271,2023-12-07,CUST1637,Female,43,Casual Wear,4,25,100
1272,2023-11-24,CUST001,Male,34,Children Wear,3,50,150
1273,2023-01-05,CUST1975,Female,22,Workwear,3,100,300
1274,2023-12-14,CUST1101,Male,52,Formal Wear,2,100,200
1275,2023-06-23,CUST1108,Male,46,Sportswear,1,75,75
1276,2023-10-17,CUST1512,Male,55,Casual Wear,2,30,60
1277,2023-12-16,CUST083,Male,54,Sportswear,2,50,100
1278,2023-04-14,CUST1884,Female,51,Casual Wear,1,30,30
1279,2023-10-27,CUST677,Female,19,Children Wear,3,500,1500
1280,2023-12-25,CUST1567,Female,40,Sportswear,1,30,30
1281,2023-03-27,CUST1046,Male,19,Casual Wear,1,100,100
1282,2023-12-13,CUST771,Male,24,Workwear,2,25,50
1283,2023-06-27,CUST1313,Female,34,Sportswear,3,50,150
1284,2023-12-31,CUST1905,Male,23,Workwear,4,300,1200
1285,2023-11-19,CUST1701,Male,18,Casual Wear,4,50,200
1286,2023-06-15,CUST1607,Male,19,Casual Wear,3,25,75
1287,2023-11-06,CUST405,Female,25,Sportswear,4,300,1200
1288,2023-07-10,CUST1938,Female,31,Children Wear,5,50,250
1289,2023-07-19,CUST1402,Female,44,Casual Wear,3,100,300
1290,2023-10-18,CUST1446,Female,35,Formal Wear,3,500,1500
1291,2023-07-25,CUST105,Female,22,Casual Wear,1,500,500
1292,2023-10-07,CUST689,Male,57,Formal Wear,2,50,100
1293,2023-11-03,CUST1411,Male,38,Sportswear,3,30,90
1294,2023-11-09,CUST827,Male,61,Workwear,3,300,900
1295,2023-09-07,CUST1240,Female,47,Children Wear,3,50,150
1296,2023-02-05,CUST063,Male,57,Casual Wear,2,25,50
1297,2023-05-04,CUST853,Male,21,Casual Wear,2,500,1000
1298,2023-02-17,CUST1461,Female,38,Sportswear,3,30,90
1299,2023-10-26,CUST1262,Male,23,Sportswear,5,100,500
1300,2023-06-23,CUST224,Female,25,Formal Wear,1,50,50
